Date;Type;Gear;Name;Dist_km;Elv_meter;Elapsed_Time;Moving_Time;Start_Time;Day_of_Week;Speed_km/h;MaxSpeed_km/h;Elv_High_meter;Elv_Low_meter;Temp_°C;Cal;Energy_KJ;Segs;PRs;Group_Size;Kudos;Comments;Photos;Private;Visibility;Dist_start_to_end_km;Description;Tiles_calculated;Device_App;Activity_Id
11-3-2019;Ride;Single speed Schindelhauer Viktor (2018); Middagrit;50.03;103;01:45:57;01:43:21;11:40:06;Sunday;29.0;45.7;38;-9;13;1,175;886;63;15;1;11;;;;Everyone;1.17;;;Lezyne Super GPS Enhanced;2837904772
11-2-2019;Ride;MTB Cube Reaction C:62 Race (2018); Middagrit;40.01;59;02:14:25;01:56:05;11:52:16;Saturday;20.7;32.4;38;6;14;875;1,124;26;4;1;13;;3;;Everyone;1.04;;;Lezyne Super GPS Enhanced;2835472900
10/26/2019;Ride;Racefiets Wilier Mortirolo (2009); Rondje met Gert, Gert Jan en Jaap. Zonder Ruud 🙄;62.10;192;02:53:09;02:05:10;10:42:52;Saturday;29.8;56.5;57;-2;20;1,465;1,182;59;21;2;21;1;;;Everyone;0.08;;;Lezyne Super GPS Enhanced;2818015457
10/24/2019;Ride;Hybride Red Bull Multisport (2006); 848/1936 terug;49.27;84;02:27:37;01:57:27;17:23:33;Thursday;25.2;37.1;-4;-24;19;1,157;731;66;1;1;14;;1;;Everyone;37.13;;;Lezyne Super GPS Enhanced;2814167582
10/24/2019;Ride;Racefiets Wilier Mortirolo (2009); 848/1936 heen;48.42;70;01:43:26;01:43:09;05:13:38;Thursday;28.2;37.8;10;-11;13;1,143;787;59;;1;11;;;;Everyone;37.22;;;Lezyne Super GPS Enhanced;2812600456
10/20/2019;Ride;Gravel bike Genesis CdA10 (2014); Testrit van upgrade (denk ik) gravelbike en van mezelf na 4,5 week niet fietsen 😊;50.49;95;01:52:10;01:48:24;11:01:31;Sunday;27.9;43.9;37;-13;13;1,182;1,319;52;13;1;17;;4;;Everyone;0.12;8 speed Shimano Claris vervangen door 10 speed Campa shifters, trapstel en achterderailleur en 9 speed Shimano cassette. Dat kan door tussen de buitenkabel en de derailleur een Shiftmate te gebruiken. Handig hoor!;;Lezyne Super GPS Enhanced;2802958692
09/18/2019;Ride;Racefiets Wilier Mortirolo (2009); 847/1935 terug;46.67;102;01:34:36;01:29:49;16:38:07;Wednesday;31.2;52.2;4;-49;18;1,098;917;61;8;1;11;;;;Everyone;37.26;;;Lezyne Super GPS Enhanced;2719820862
09/18/2019;Ride;Racefiets Wilier Mortirolo (2009); 847/1935 heen;45.28;74;01:36:07;01:35:36;05:17:41;Wednesday;28.4;36.7;8;-32;11;1,071;729;39;1;1;15;;;;Everyone;37.11;;;Lezyne Super GPS Enhanced;2718486111
09/17/2019;Ride;Racefiets Wilier Mortirolo (2009); 846/1934 terug;47.51;83;01:26:09;01:25:17;16:26:46;Tuesday;33.4;48.6;10;-14;19;1,129;990;59;1;1;13;;;;Everyone;37.09;;;Lezyne Super GPS Enhanced;2716788780
09/17/2019;Ride;Racefiets Wilier Mortirolo (2009); 846/1934 heen;48.63;50;01:44:29;01:44:07;05:17:25;Tuesday;28.0;38.9;36;-2;12;1,148;751;67;12;1;13;;;;Everyone;37.24;;;Lezyne Super GPS Enhanced;2715470902
09/15/2019;Ride;Single speed Schindelhauer Viktor (2018); Houten - Hoogeveen;141.01;158;04:52:53;04:31:09;09:07:46;Sunday;31.2;44.6;48;0;21;3,338;2,651;128;85;2;22;7;1;;Everyone;114.05;;;Lezyne Super GPS Enhanced;2711821189
09/15/2019;Ride;Racefiets Wilier Mortirolo (2009); Morning Ride;119.02;207;04:32:39;03:55:15;09:06:41;Sunday;30.4;44.3;45;-2;17;3,769;2,059;110;45;2;;;;Yes;Only you;104.34;;;Garmin Edge 520 Plus;3185824243
9-12-2019;Ride;Hybride Red Bull Multisport (2006); 845/1933 terug;47.15;99;01:44:56;01:38:31;16:51:42;Thursday;28.7;44.3;-2;-31;22;1,112;828;63;1;1;11;;;;Everyone;37.09;;;Lezyne Super GPS Enhanced;2702588129
9-12-2019;Ride;Hybride Red Bull Multisport (2006); 845/1933 heen;47.49;59;01:47:20;01:44:25;05:41:13;Thursday;27.3;35.6;4;-12;17;1,121;758;59;2;1;12;;1;;Everyone;37.19;;;Lezyne Super GPS Enhanced;2701095618
9-9-2019;Ride;Hybride Red Bull Multisport (2006); 844/1932 terug;46.74;56;01:39:11;01:36:14;17:01:32;Monday;29.1;38.9;5;-17;20;1,1;806;62;5;1;13;2;;;Everyone;37.00;;;Lezyne Super GPS Enhanced;2694109468
9-6-2019;Ride;Hybride Red Bull Multisport (2006); 844/1932 heen;47.39;83;01:45:29;01:44:12;05:50:09;Friday;27.3;43.9;7;-21;12;1,124;763;56;2;1;15;;;;Everyone;37.26;;;Lezyne Super GPS Enhanced;2683886904
9-3-2019;Ride;Single speed Schindelhauer Viktor (2018); 843/1931 terug;48.68;58;01:36:24;01:35:28;16:26:32;Tuesday;30.6;39.6;71;-8;22;1,158;871;59;1;1;10;1;;;Everyone;37.20;;;Lezyne Super GPS Enhanced;2676478364
9-3-2019;Ride;Single speed Schindelhauer Viktor (2018); 843/1931 heen;47.15;62;01:36:32;01:30:34;05:37:35;Tuesday;31.2;42.1;3;-9;17;1,121;877;58;14;1;12;1;1;;Everyone;37.13;;;Lezyne Super GPS Enhanced;2675286189
9-1-2019;Ride;Single speed Schindelhauer Viktor (2018); Rondje Betuwe. Leuk toeval om Luttik in Amerongen tegen te komen. En pr op de koerheuvel met de singlespeed 😄;85.52;158;02:58:58;02:46:20;12:36:54;Sunday;30.8;38.9;41;-6;23;2,034;1,577;62;45;1;19;;4;;Everyone;1.04;;;Lezyne Super GPS Enhanced;2670753075
08/19/2019;Ride;Racefiets Benotto (1989); PBP2019 (84-uurs-groep, Y122);1226.27;11,101;3d 04:50:28;2d 01:50:32;05:18:09;Monday;24.6;70.9;345;6;19;29,1;23,35;330;328;1;30;14;14;;Everyone;1.90;Oost West Parijs Brest And back again! 1226 km afgelegd, 12230 hm officieel, homologatietijd 76h49m57s😊 Met dank en hulde aan Randonneurs NL voor de opvang en slaapgelegenheid op de camping in Loudeac . Wat was het daar koud 's nachts! Huiveringwekkend hoeveel deelnemers 's nachts langs de weg (en soms op de weg!) lagen te slapen, de derde nacht reden de ambulances af en aan 🙄. De Fransen langs de kant hebben hun gastvrijheid en belangstelling vol enthousiasme uitgeleefd, fantastisch! En niet te vergeten de 6500 deelnemers van over de hele wereld, Amerikanen rijden het liefst op fietsen met grote tassen en brede glimmende spatborden, Indiërs vinden vouwfietsen voldoende voor zo'n tochtje, Koreanen hebben alle mogelijke electronica gemonteerd waaronder geluidsboxen die 's nachts vol open gaan. Belgen en Australiërs vinden de Franse wegen prima (???) en Nederlanders fietsen in PBP net zoals in Amsterdam. Ook ik kreeg een berisipng voor niet stilhouden bij een stopbord 😊. Statistieken nog niet bekend, kom ik later op terug. In 2015 is 20% niet gefinisht en was 8% buiten tijd. Het percentage finishers in de 84-uurs-groepen was toen hoger dan in de 80 en 90 uurs.;;Lezyne Super GPS Enhanced;2647621172
08/15/2019;Ride;Racefiets Benotto (1989); Morning Ride;36.64;385;02:03:02;01:28:23;08:44:11;Thursday;24.9;55.4;170;49;14;1,214;658;18;18;1;11;1;6;;Everyone;0.02;Moeilijk om hier op de fiets te blijven, niet perse door de harde wind en heuvels, maar door de vele memorial sites van de Grande Guerre, die veelal prachtig gelegen zijn op de hoogste punten. De verbijsterende samenvatting hiervan is te vinden bij Notre Dame de Lorette, waar de namen van alle 580.000 omgekomen soldaten in Noord-Frankrijk zijn vastgelegd.;;Garmin Edge 520 Plus;2620458582
8-7-2019;Ride;Racefiets Wilier Mortirolo (2009); 842/1930 terug;47.85;84;01:33:16;01:32:43;16:28:55;Wednesday;31.0;43.2;4;-8;25;1,133;908;64;11;1;11;;;;Everyone;37.31;;;Lezyne Super GPS Enhanced;2598991990
8-7-2019;Ride;Racefiets Wilier Mortirolo (2009); 842/1930 heen;48.44;43;01:43:03;01:40:04;05:34:00;Wednesday;29.0;51.5;14;-3;19;1,152;782;47;4;1;12;;1;;Everyone;37.19;;;Lezyne Super GPS Enhanced;2597669659
8-6-2019;Ride;Racefiets Wilier Mortirolo (2009); 841/1929 terug;48.01;63;01:39:37;01:39:15;17:04:31;Tuesday;29.0;38.2;7;-9;24;1,138;804;62;2;1;10;3;;;Everyone;37.26;;;Lezyne Super GPS Enhanced;2596196498
8-6-2019;Ride;Racefiets Wilier Mortirolo (2009); 841/1929 heen;63.71;50;02:25:01;02:19:01;05:38:36;Tuesday;27.5;36.0;29;-6;18;1,514;973;56;26;1;8;;;;Everyone;37.28;;;Lezyne Super GPS Enhanced;2594720587
8-3-2019;Ride;Racefiets Benotto (1989); BRM200 Overveen (variant);257.40;331;11:02:02;09:00:52;06:04:13;Saturday;28.6;46.1;30;-16;21;6,095;4,456;220;155;1;22;11;4;;Everyone;0.44;Laatste check van fiets en fietser voor PBP over twee weken. Fiets vallen nog steeds dingen vanaf en de bedrading heeft kuren, dus nog vaster aandraaien en ontkuren. Fietser doet het aardig, valt er niet af en heeft geen losse steken. Ging wel ok eigenlijk, die kleine 1000 erbij zal toch wel lukken?😎;;Lezyne Super GPS Enhanced;2587249008
8-1-2019;Ride;Racefiets Wilier Mortirolo (2009); 840/1928 terug;47.10;63;01:35:37;01:31:23;18:32:03;Thursday;30.9;38.9;37;-8;22;1,116;840;60;;1;12;;1;;Everyone;37.09;;;Lezyne Super GPS Enhanced;2582124092
8-1-2019;Ride;Racefiets Wilier Mortirolo (2009); 840/1928;47.44;70;01:37:01;01:35:20;05:35:50;Thursday;29.9;38.5;11;-10;19;1,131;815;60;7;1;10;;;;Everyone;37.34;;;Lezyne Super GPS Enhanced;2580371186
07/31/2019;Ride;Racefiets Wilier Mortirolo (2009); 839/1927 terug;47.78;76;01:42:15;01:39:47;17:32:44;Wednesday;28.7;49.3;3;-12;22;1,129;806;64;2;1;11;;;;Everyone;37.24;;;Lezyne Super GPS Enhanced;2579055859
07/31/2019;Ride;Racefiets Wilier Mortirolo (2009); 839/1927 heen;47.11;50;01:39:53;01:39:16;05:34:50;Wednesday;28.5;36.0;19;-2;19;1,113;751;64;1;1;11;1;;;Everyone;37.23;;;Lezyne Super GPS Enhanced;2577548684
07/30/2019;Ride;Single speed Schindelhauer Viktor (2018); 838/1926 terug;47.56;70;01:42:13;01:40:44;17:24:51;Tuesday;28.3;37.4;5;-12;29;1,125;778;70;;1;13;;;;Everyone;37.14;;;Lezyne Super GPS Enhanced;2576136914
07/30/2019;Ride;Single speed Schindelhauer Viktor (2018); 838/1926 heen;52.66;48;01:56:13;01:56:13;05:31:05;Tuesday;27.2;38.5;17;-3;19;1,242;771;60;11;1;5;;;;Everyone;37.10;;;Lezyne Super GPS Enhanced;2574619555
07/29/2019;Ride;Single speed Schindelhauer Viktor (2018); 837/1925 terug;47.41;58;01:27:28;01:27:28;16:47:48;Monday;32.5;41.4;7;-8;27;1,128;922;64;10;1;10;;;;Everyone;37.17;;;Lezyne Super GPS Enhanced;2573110456
07/29/2019;Ride;Single speed Schindelhauer Viktor (2018); 837/1925 heen;46.82;40;01:31:07;01:31:07;05:34:12;Monday;30.8;36.0;6;-5;18;1,111;829;68;8;1;9;;;;Everyone;36.28;;;Lezyne Super GPS Enhanced;2571826770
07/26/2019;Ride;Single speed Schindelhauer Viktor (2018); 836/1924 terug;34.01;131;01:21:40;01:15:32;16:24:32;Friday;27.0;40.0;7;-93;33;805;600;34;34;1;13;7;;;Everyone;16.96;Niet echt terug, en ook te weinig kilometers ondanks de overduidelijke omweg. Ik tel hem gewoon 😊;;Lezyne Super GPS Enhanced;2565578493
07/26/2019;Ride;Single speed Schindelhauer Viktor (2018); 836/1924 heen;47.85;71;01:37:47;01:37:47;06:18:14;Friday;29.4;38.5;13;-6;26;1,142;793;64;4;1;12;;;;Everyone;37.08;;;Lezyne Super GPS Enhanced;2563804942
07/25/2019;Ride;Racefiets Wilier Mortirolo (2009); 835/1923 terug;47.80;52;02:00:49;01:45:12;16:58:51;Thursday;27.3;37.8;8;-7;38;1,135;701;59;1;1;15;2;1;;Everyone;37.03;;;Lezyne Super GPS Enhanced;2562557447
07/25/2019;Ride;Racefiets Wilier Mortirolo (2009); 835/1923 heen;48.60;38;01:47:54;01:40:22;05:15:34;Thursday;29.1;40.7;6;-6;22;1,153;779;54;;1;16;1;2;;Everyone;37.01;;;Lezyne Super GPS Enhanced;2561111919
07/24/2019;Ride;Racefiets Wilier Mortirolo (2009); 834/1922 terug;42.45;49;01:31:44;01:21:49;16:41:47;Wednesday;31.1;38.5;5;-6;35;1,012;781;60;;1;10;;;;Everyone;35.66;Paar kilometers missen, waarschijnlijk gesmolten;;Lezyne Super GPS Enhanced;2559675296
07/24/2019;Ride;Racefiets Wilier Mortirolo (2009); 834/1922 heen;46.75;141;01:39:49;01:34:51;05:12:35;Wednesday;29.6;75.6;-5;-160;22;1,106;850;60;6;1;11;1;1;;Everyone;36.26;;;Lezyne Super GPS Enhanced;2558251187
07/22/2019;Ride;Gravel bike Genesis CdA10 (2014); Over Posbank en Pyramide;90.87;176;03:33:00;03:22:13;11:55:14;Monday;27.0;44.3;272;11;29;2,094;2,203;93;64;1;17;;1;;Everyone;68.14;;;Lezyne Super GPS Enhanced;2553522666
07/21/2019;Ride;Gravel bike Genesis CdA10 (2014); Loenermark;39.46;179;04:06:27;02:30:15;11:45:46;Sunday;15.8;41.4;71;2;27;873;857;19;19;1;15;;2;;Everyone;0.03;;;Lezyne Super GPS Enhanced;2553516645
07/18/2019;Ride;Single speed Schindelhauer Viktor (2018); 833/1921 terug;47.85;53;01:34:29;01:33:59;17:10:34;Thursday;30.5;40.3;68;0;23;1,136;826;55;1;1;11;1;;;Everyone;37.10;;;Lezyne Super GPS Enhanced;2543120423
07/18/2019;Ride;Single speed Schindelhauer Viktor (2018); 833/1921 heen;50.09;43;01:35:47;01:35:47;05:22:52;Thursday;31.4;37.4;7;-10;20;1,193;909;59;27;1;11;;;;Everyone;37.05;;;Lezyne Super GPS Enhanced;2541735236
07/17/2019;Ride;Single speed Schindelhauer Viktor (2018); 832/1920 terug;48.92;59;01:43:37;01:35:33;17:05:31;Wednesday;30.7;38.9;13;-6;25;1,162;867;61;2;1;10;;;;Everyone;38.25;;;Lezyne Super GPS Enhanced;2540435376
07/17/2019;Ride;Single speed Schindelhauer Viktor (2018); 832/1920 heen;48.64;81;01:43:32;01:42:37;05:51:07;Wednesday;28.4;55.8;-3;-59;14;1,153;792;71;;1;7;;;;Everyone;37.30;;;Lezyne Super GPS Enhanced;2538932196
07/16/2019;Ride;Single speed Schindelhauer Viktor (2018); 831/1919 terug;47.33;46;01:36:58;01:34:05;16:56:29;Tuesday;30.2;55.4;68;1;22;1,12;813;69;1;2;12;;;;Everyone;37.63;;;Lezyne Super GPS Enhanced;2537459787
07/16/2019;Ride;Single speed Schindelhauer Viktor (2018); 831/1919 heen;49.42;31;01:42:24;01:41:45;05:21:53;Tuesday;29.1;37.8;28;-7;17;1,173;787;67;2;1;11;;;;Everyone;37.15;;;Lezyne Super GPS Enhanced;2535858817
07/15/2019;Ride;Gravel bike Genesis CdA10 (2014); 830/1918 terug;47.54;64;01:28:14;01:28:14;17:48:10;Monday;32.3;42.1;9;-7;20;1,127;1,381;59;;1;13;;;;Everyone;37.02;;;Lezyne Super GPS Enhanced;2534618655
07/15/2019;Ride;Gravel bike Genesis CdA10 (2014); 830/1918 heen;47.95;45;01:45:32;01:45:32;05:20:31;Monday;27.3;35.6;4;-9;15;1,132;1,156;58;;1;11;;;;Everyone;37.10;;;Lezyne Super GPS Enhanced;2533224780
07/13/2019;Ride;Gravel bike Genesis CdA10 (2014); Rondje Oosterschelde met Bram;57.59;118;02:32:57;02:03:37;10:37:43;Saturday;28.0;44.6;14;-7;21;1,374;1,54;37;37;2;15;;2;;Everyone;0.06;;;Lezyne Super GPS Enhanced;2528011744
7-11-2019;Ride;Single speed Schindelhauer Viktor (2018); 829/1917 terug;46.76;60;01:26:11;01:25:48;18:17:32;Thursday;32.7;39.6;8;-12;24;1,111;938;66;2;1;14;;;;Everyone;37.91;;;Lezyne Super GPS Enhanced;2523799288
7-11-2019;Ride;Single speed Schindelhauer Viktor (2018); 829/1917 heen;46.96;53;01:35:52;01:32:52;05:19:19;Thursday;30.3;39.6;5;-9;19;1,113;828;62;3;1;15;;1;;Everyone;37.29;;;Lezyne Super GPS Enhanced;2522264683
7-9-2019;Ride;Single speed Schindelhauer Viktor (2018); 828/1916 terug;48.60;65;01:31:44;01:31:44;17:52:01;Tuesday;31.8;38.2;14;-8;21;1,155;905;61;1;1;12;;;;Everyone;37.10;;;Lezyne Super GPS Enhanced;2518311411
7-9-2019;Ride;Single speed Schindelhauer Viktor (2018); 828/1916 heen;50.48;43;01:43:23;01:43:23;05:19:38;Tuesday;29.3;37.8;8;-10;12;1,194;833;65;2;1;9;;;;Everyone;37.29;;;Lezyne Super GPS Enhanced;2516402954
7-5-2019;Ride;Racefiets Benotto (1989); BRM200 Heerlen - Mariawald onofficieel;211.69;2,286;11:54:47;09:19:40;21:24:08;Friday;22.7;59.0;522;107;17;4,908;4,162;104;22;1;23;2;9;;Everyone;0.45;Ik ben iets eerder gestart, anders kon ik niet meedoen met dit brevet. En gelijk nog even een nachtrit meegepakt. Net op tijd terug om de anderen uit te zwaaien 😊;;Lezyne Super GPS Enhanced;2508000330
7-3-2019;Ride;Racefiets Wilier Mortirolo (2009); 827/1915 terug;48.29;36;01:33:48;01:30:24;17:34:28;Wednesday;32.0;45.0;246;14;21;1,149;875;57;4;1;12;1;;;Everyone;37.34;;;Lezyne Super GPS Enhanced;2501272354
7-3-2019;Ride;Racefiets Wilier Mortirolo (2009); 827/1915 heen;54.80;44;02:03:50;01:58:59;05:09:36;Wednesday;27.6;35.6;29;-8;14;1,297;833;46;6;1;13;;;;Everyone;37.17;;;Lezyne Super GPS Enhanced;2499815948
06/30/2019;Ride;MTB Cube Reaction C:62 Race (2018); Middag rit;55.37;117;02:39:20;02:14:10;12:07:35;Sunday;24.8;44.3;13;-6;29;1,311;1,677;46;12;1;12;;4;;Everyone;0.40;;;Lezyne Super GPS Enhanced;2492358636
06/29/2019;Ride;Racefiets Wilier Mortirolo (2009); Avond rit;69.74;83;03:08:57;02:31:25;18:02:57;Saturday;27.6;37.8;23;3;32;1,662;1,105;47;7;1;15;;4;;Everyone;0.78;;;Lezyne Super GPS Enhanced;2491610200
06/28/2019;Ride;Racefiets Wilier Mortirolo (2009); Middag rit;68.99;128;02:36:58;02:16:37;12:12:59;Friday;30.3;87.8;18;-42;27;1,633;1,243;63;22;1;15;;1;;Everyone;1.26;;;Lezyne Super GPS Enhanced;2487191135
06/23/2019;Ride;Racefiets Wilier Mortirolo (2009); Ronde van Utrecht;103.90;146;05:23:24;03:47:14;08:53:46;Sunday;27.4;44.3;9;-7;29;2,444;1,642;103;50;6;22;1;3;;Everyone;2.22;Met Roos, Thomas, Hannah en Erik;;Lezyne Super GPS Enhanced;2473844907
06/18/2019;Ride;Racefiets Wilier Mortirolo (2009); 826/1914 terug;45.39;95;01:49:22;01:32:03;16:41:22;Tuesday;29.6;41.0;14;-6;29;1,073;803;47;;1;12;3;;;Everyone;37.00;;;Lezyne Super GPS Enhanced;2460578919
06/18/2019;Ride;Racefiets Wilier Mortirolo (2009); 826/1914 heen;49.08;112;01:56:24;01:47:26;05:29:18;Tuesday;27.4;36.4;3;-32;18;1,167;772;49;1;1;16;1;2;;Everyone;37.28;;;Lezyne Super GPS Enhanced;2459607783
06/17/2019;Ride;Racefiets Wilier Mortirolo (2009); 825/1913 terug;48.09;93;01:44:27;01:40:00;15:49:15;Monday;28.9;36.7;17;-7;29;1,138;791;58;1;1;14;;;;Everyone;37.24;;;Lezyne Super GPS Enhanced;2458356799
06/17/2019;Ride;Racefiets Wilier Mortirolo (2009); 825/1913 heen;48.03;47;01:42:31;01:41:49;05:24:27;Monday;28.3;36.4;15;-4;15;1,144;762;58;3;1;14;;;;Everyone;37.28;;;Lezyne Super GPS Enhanced;2456626974
06/15/2019;Ride;Single speed Schindelhauer Viktor (2018); Avond rit;37.19;61;01:19:00;01:16:09;19:04:45;Saturday;29.3;37.4;7;-10;19;884;633;42;7;1;;;;Yes;Only you;1.20;;;Lezyne Super GPS Enhanced;2458361466
6-11-2019;Ride;Single speed Schindelhauer Viktor (2018); 824/1912 terug;47.46;61;01:36:40;01:28:18;17:06:05;Tuesday;32.2;42.8;1;-13;22;1,126;936;66;1;2;14;;;;Everyone;37.12;;;Lezyne Super GPS Enhanced;2442408121
6-11-2019;Ride;Single speed Schindelhauer Viktor (2018); 824/1912 heen;47.96;50;01:35:34;01:35:34;05:16:50;Tuesday;30.1;49.0;103;-2;15;1,135;815;52;2;1;14;;;;Everyone;37.12;;;Lezyne Super GPS Enhanced;2440697978
6-10-2019;Ride;Single speed Schindelhauer Viktor (2018); Ochtend rit;50.73;121;01:43:15;01:41:16;08:16:44;Monday;30.1;43.9;47;-6;20;1,183;924;56;16;1;12;;;;Everyone;3.07;;;Lezyne Super GPS Enhanced;2438380247
6-3-2019;Ride;Single speed Schindelhauer Viktor (2018); 823/1911 terug;47.04;63;01:32:53;01:28:45;17:15:30;Monday;31.8;42.1;6;-11;22;1,112;889;64;2;1;15;;;;Everyone;37.12;;;Lezyne Super GPS Enhanced;2420728588
6-3-2019;Ride;Single speed Schindelhauer Viktor (2018); 823/1911 heen;51.14;52;01:46:45;01:40:49;05:25:38;Monday;30.4;42.8;4;-21;19;1,216;907;56;17;1;15;;;;Everyone;36.64;;;Lezyne Super GPS Enhanced;2419513995
6-1-2019;Ride;Racefiets Benotto (1989); Avond rit;92.31;220;03:55:09;03:22:24;20:20:25;Saturday;27.4;55.4;78;2;22;2,105;1,546;94;48;1;17;1;3;;Everyone;57.60;LED lampen kunnen dus wel doorbranden ☹️. Met de telefoon zaklamp verder door het Veluwse bos en precies op tijd voor de laatste trein vanuit Apeldoorn naar Utrecht.;;Lezyne Super GPS Enhanced;2415760521
05/28/2019;Ride;Single speed Schindelhauer Viktor (2018); 822/1910 terug;59.49;130;01:50:58;01:49:38;17:03:02;Tuesday;32.6;58.7;-1;-81;19;1,409;1,223;67;43;1;16;;;;Everyone;37.03;;;Lezyne Super GPS Enhanced;2404378730
05/28/2019;Ride;Single speed Schindelhauer Viktor (2018); 822/1910 heen;51.91;71;01:44:12;01:44:12;05:16:07;Tuesday;29.9;43.6;5;-27;13;1,227;916;47;19;1;16;;1;;Everyone;37.17;Net voor de bui binnen 😊;;Lezyne Super GPS Enhanced;2403034682
05/22/2019;Ride;Single speed Schindelhauer Viktor (2018); 821/1909 terug;56.60;36;02:04:47;01:46:35;16:28:09;Wednesday;31.9;41.0;57;-1;21;1,347;1,055;52;27;1;12;;1;;Everyone;37.82;;;Lezyne Super GPS Enhanced;2388425546
05/22/2019;Ride;Single speed Schindelhauer Viktor (2018); 821/1909 heen;49.17;57;01:40:39;01:40:39;05:22:00;Wednesday;29.3;36.0;9;-9;12;1,162;811;48;1;1;17;1;;;Everyone;37.28;Alweer lek met mn Engelse Genesis! Wat is dat toch, (ont)spanning voor Brexit, Europese verkiezingen, who knows 🙄. Gelukkig dicht bij huis dus na korte wandeling tweede poging, nu op mn degelijke en gelijk zo elegante Duitse Schindelhauer. Had ik gelijk moeten doen!;;Lezyne Super GPS Enhanced;2387107662
05/20/2019;Ride;Gravel bike Genesis CdA10 (2014); 820/1908 terug;44.38;42;01:28:16;01:17:23;16:47:33;Monday;34.4;55.8;21;0;16;1,054;1,413;50;9;2;17;;;;Everyone;37.15;Met Roy tot Lage Weide;;Lezyne Super GPS Enhanced;2382995055
05/20/2019;Ride;Gravel bike Genesis CdA10 (2014); 820/1908 heen;48.09;67;02:00:09;01:41:22;05:16:16;Monday;28.5;40.7;5;-18;13;1,138;1,243;53;3;1;17;1;1;;Everyone;37.21;;;Lezyne Super GPS Enhanced;2381981854
05/18/2019;Ride;Single speed Schindelhauer Viktor (2018); No gears no tears 😎;73.11;106;02:48:57;02:21:57;09:08:15;Saturday;30.9;39.6;16;-16;20;1,742;1,323;54;23;1;14;1;3;;Everyone;1.01;;;Lezyne Super GPS Enhanced;2376777695
5-11-2019;Ride;Racefiets Benotto (1989);" BRM600 Venray. Brevetten van 200, 300, 400, 600 km binnen ;-)))";535.04;1,126;1d 01:54:39;19:31:06;07:54:46;Saturday;27.4;50.8;143;-103;8;8,872;7,994;345;330;2;24;15;7;;Everyone;56.18;Dit viel niet echt mee, maagproblemen waardoor de laatste 220 km alleen heb gefietst, ondanks pogingen van Luc en Paul me erbij te houden. Thx guys! Zonder energie-inname gaat het gewoon lastig, dus geen zoete rotzooi meer drinken. Brood met kaas en koffie voortaan. Fiets plus randonneursuitrustng (VELOGICAL drie fasen generator!!) hielden zich prima. Alleen Garmin deed lastig (gebruikersfout uiteraard) waardoor twee bestanden en missende laatste 68 km. Dus afstand 603 km, beweegtijd 23 uur en homologatietijd 29.35.;;Garmin Edge 520;2363819236
5-3-2019;Ride;Racefiets Benotto (1989); BRM400 Boekelo;408.43;1,105;18:57:26;15:12:55;20:59:16;Friday;26.8;52.2;218;19;4;11,579;5,987;142;139;5;15;7;9;;Everyone;0.00;Derde brevet voor PBP is binnen! Bijzonderheid: start om 21.00 😋;;Garmin Edge 520 Plus;2341524110
04/29/2019;Ride;Racefiets Benotto (1989); 819/1907 terug;49.50;54;01:34:37;01:32:08;17:01:16;Monday;32.2;43.6;16;-1;11;1,643;941;61;4;1;9;;;;Everyone;37.28;;;Garmin Edge 520 Plus;2328389126
04/29/2019;Ride;Racefiets Benotto (1989); 819/1907 heen;48.08;43;02:08:31;01:47:20;05:13:32;Monday;26.9;37.8;11;-12;3;1,291;678;54;2;1;10;2;4;;Everyone;37.29;;;Garmin Edge 520 Plus;2327301059
04/23/2019;Ride;Racefiets Benotto (1989); 818/1906 terug;51.14;43;02:07:06;01:54:48;16:20:24;Tuesday;26.7;36.4;15;-3;18;1,356;738;57;19;1;13;;;;Everyone;37.14;;;Garmin Edge 520 Plus;2313082141
04/23/2019;Ride;Racefiets Benotto (1989); 818/1906 heen;54.57;47;02:11:02;01:54:25;05:27:22;Tuesday;28.6;37.8;12;-3;9;1,556;840;45;11;1;14;;3;;Everyone;37.04;;;Garmin Edge 520 Plus;2311757777
04/22/2019;Ride;Gravel bike Genesis CdA10 (2014); DTC Bultentocht;121.30;539;06:10:55;04:18:33;08:41:19;Monday;28.1;54.7;73;-7;23;2,796;3,427;141;88;4;16;;1;;Everyone;0.01;Met Cees, Bob, Rene en Wayne;;Lezyne Super GPS Enhanced;2310007030
04/20/2019;Ride;Single speed Schindelhauer Viktor (2018); Lek&Linge, Cothen;122.48;123;06:28:31;04:01:31;07:21:29;Saturday;30.4;43.6;30;1;16;3,943;2,127;81;43;10;19;;2;;Everyone;0.00;Familetraditie 😊 Dit jaar met drie broers, drie neven, een nichtje, de man van een (ander) nichtje plus wat vrienden en bekenden. De rechte oost west lijn langs Leerdam zijn ca 15 niet-opgenomen kilometers.;;Garmin Edge 520 Plus;2304340741
04/18/2019;Ride;Gravel bike Genesis CdA10 (2014); 817/1905 terug;49.08;64;01:56:15;01:47:55;16:56:09;Thursday;27.3;34.2;17;-2;17;1,321;1,165;54;;1;13;;;;Everyone;37.31;;;Garmin Edge 520 Plus;2299751248
04/18/2019;Ride;Gravel bike Genesis CdA10 (2014); 817/1905 heen;59.93;59;02:18:20;02:10:20;05:28:27;Thursday;27.6;36.0;11;-13;5;1,605;1,44;42;13;1;16;1;3;;Everyone;37.29;;;Garmin Edge 520 Plus;2298476788
